name,genres
The Spinners,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']"
The Hollies,"['album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
The Zombies,"['art rock', 'baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']"
Dusty Springfield,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'motown', 'soul', 'vocal jazz']"
The Emotions,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
Stephen Cleobury,"['cambridge choir', 'choral', 'classical organ', 'orchestral performance']"
Gerry Rafferty,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
Shuggie Otis,"['afrobeat', 'afropop', 'classic soul', 'funk', 'indie soul', 'psychedelic soul', 'soul', 'southern soul', 'world']"
Sweet,[]
Mark Linett,[]
Charmian Carr,"['disney', 'hollywood', 'movie tunes']"
Jeff Beck,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'instrumental rock', 'jazz fusion', 'psychedelic rock', 'rock', 'symphonic rock']"
Doc Watson,"['american folk revival', 'appalachian folk', 'bluegrass', 'country rock', 'folk', 'new americana', 'old-time', 'progressive bluegrass', 'traditional folk']"
Herman's Hermits,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']"
José Luis Rodríguez,"['cancion melodica', 'latin pop', 'pop romantico']"
András Schiff,"['classical', 'classical performance', 'classical piano', 'hungarian classical performance', 'hungarian classical piano']"
Angela Cartwright,['show tunes']
Nicholas Hammond,['show tunes']
Duane Chase,['show tunes']
Kym Karath,['show tunes']
Debbie Turner,['show tunes']
Heather Menzies,['show tunes']
Johnny Rivers,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']"
Little Anthony & The Imperials,"['brill building pop', 'classic soul', 'doo-wop', 'motown', 'rhythm and blues']"
Mike Oldfield,"['album rock', 'art rock', 'new age', 'progressive rock', 'symphonic rock']"
Irma Thomas,"['brill building pop', 'classic soul', 'funk', 'louisiana blues', 'new orleans blues', 'rhythm and blues', 'soul', 'southern soul']"
Mickey Gilley,"['classic country pop', 'country', 'country rock', 'nashville sound']"
The Dixie Cups,"['brill building pop', 'classic girl group']"
The Chieftains,"['celtic', 'irish folk']"
The Maytals,"['reggae', 'rock steady', 'ska']"
Paco de Lucía,"['flamenco', 'flamenco guitar', 'nuevo flamenco', 'rumba']"
Sakari Oramo,['orchestral performance']
Al Kooper,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'psychedelic rock', 'rock keyboard']"
Johnny Maestro,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
City Of Birmingham Symphony Orchestra,"['british orchestra', 'classical performance', 'orchestra']"
Michael Hurley,"['folk', 'freak folk', 'indie folk', 'new weird america', 'traditional folk']"
Akademie für Alte Musik Berlin,"['barockinterpreten', 'baroque ensemble', 'choral', 'classical performance', 'historically informed performance']"
Wandsworth School Boys Choir,"[""children's choir""]"
Buffy Sainte-Marie,"['american folk revival', 'canadian indigenous', 'canadian singer-songwriter', 'folk', 'native american contemporary', 'traditional folk']"
Hugh Masekela,"['afrobeat', 'afropop', 'jazz trumpet', 'south african jazz', 'world']"
Kim Weston,"['classic soul', 'motown', 'northern soul', 'southern soul']"
"Pete ""El Conde"" Rodriguez","['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena']"
Deodato,"['bossa nova jazz', 'brazilian jazz', 'jazz funk', 'soul jazz']"
Chico Buarque,"['bossa nova', 'fado', 'mpb', 'samba', 'tropicalia']"
Marianne Faithfull,"['british invasion', 'folk', 'folk rock', 'lilith']"
? & The Mysterians,"['chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
Evadne Baker,[]
Annalee,[]
Charles Lloyd,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz']"
Elisabeth Leonskaja,"['classical piano', 'russian classical piano']"
Sandro,"['cancion melodica', 'nueva cancion', 'pop romantico']"
Gene Pitney,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
Don Hinson & The Rigamorticians,['halloween']
Nara Leão,"['bossa nova', 'brazilian jazz', 'mpb', 'samba', 'tropicalia', 'velha guarda']"
Mike Bloomfield,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues']"
The Dave Clark Five,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
Ruben Vela,['tejano']
Ken Boothe,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
John Mayall,"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'harmonica blues', 'modern blues']"
Freddie Scott,['southern soul']
The Chuck Wagon Gang,"['bluegrass gospel', 'country gospel', 'southern gospel']"
Erasmo Carlos,"['bossa nova', 'brazilian indie', 'brazilian rock', 'jovem guarda', 'mpb', 'nova mpb', 'samba', 'tropicalia']"
Los Hispanos,"['classic colombian pop', 'cumbia', 'musica popular colombiana']"
Dan Truhitte,[]
Billy Connolly,"['british comedy', 'comedy', 'comic']"
Quarteto Em Cy,"['bossa nova', 'mpb']"
Melbourne Symphony Orchestra,['orchestra']
Tom Paxton,"['american folk revival', 'folk', 'folk rock', 'traditional folk']"
Georgie Fame & The Blue Flames,"['british blues', 'british invasion', 'freakbeat', 'merseybeat']"
Archie Shepp,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone']"
Freda Payne,"['classic soul', 'motown']"
John Hammond,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'roots rock', 'traditional blues']"
Pentangle,"['british folk', 'folk', 'folk rock', 'psychedelic folk', 'psychedelic rock', 'traditional folk']"
Nicolai Ghiaurov,"['classical bass', 'classical tenor', 'opera']"
Strings,"['classic pakistani pop', 'filmi', 'pakistani pop']"
Oleg Anofriyev,['bard']
The Swinging Blue Jeans,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
Tommy James,"['bubblegum pop', 'folk rock']"
The Sapphires,"['northern soul', 'philly soul']"
The Rays,['doo-wop']
Ian & Sylvia,"['folk', 'folk rock', 'traditional folk']"
Andres Landero,"['cumbia', 'cumbia colombiana regia']"
Peggy Wood,[]
João Gilberto Quintet,[]
Ed Ames,"['adult standards', 'easy listening']"
Byron Lee & The Dragonaires,"['chutney', 'rock steady']"
Pat Martino,"['contemporary post-bop', 'jazz fusion', 'jazz guitar', 'soul jazz']"
Abida Parveen,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'pakistani pop', 'qawwali', 'sufi']"
Hans Christian,[]
Los Ángeles Azules,[]
Orchestre du Théâtre National de l'Opéra Paris,[]
The Techniques,"['dub', 'early reggae', 'reggae', 'rock steady', 'ska']"
Micar,"['deep tropical house', 'german dance']"
Wayne Fontana & The Mindbenders,"['british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
Lorna Luft,[]
Ralph McTell,"['british folk', 'classic uk pop', 'folk', 'folk rock', 'traditional folk']"
François de Roubaix,"['french soundtrack', 'vintage french electronic']"
Paul Winter,[]
María Elena Walsh,['musica para ninos']
John Renbourn,"['british blues', 'british folk', 'drone folk', 'fingerstyle', 'folk', 'library music', 'traditional folk']"
Ken Jennings,[]
The Stanford Mendicants,['a cappella']
The New Stan Getz Quartet,['jazz quartet']
The Groundhogs,"['blues rock', 'british blues', 'german rock', 'psychedelic blues-rock', 'psychedelic rock', 'pub rock']"
Don Drummond,"['reggae', 'rock steady', 'ska', 'ska revival']"
Kenneth Sillito,[]
James Bowman,"['choral', 'classical countertenor', 'classical performance']"
于璇,[]
Hank Crawford,"['jazz blues', 'jazz saxophone', 'soul jazz']"
Walt Disney Sound Effects Group,['sound effects']
Michel Berger,"['chanson', 'french pop', 'french rock']"
Oskar Merikanto,['finnish classical']
Tony Martin,[]
Jimmy Jones,[]
Sonny Chillingworth,"['hawaiian', 'slack-key guitar']"
Ralph Sharon Trio,[]
Shed Seven,"['britpop', 'york indie']"
Bhargavi,['deep indian pop']
Jaap Schröder,"['baroque violin', 'historically informed performance']"
Jean-Pierre Wallez,[]
Hugo Montenegro & His Orchestra,"['exotica', 'lounge']"
Millie Small,"['rock steady', 'ska', 'ska revival']"
Frank Hamilton,['british singer-songwriter']
Unit 4 + 2,['british invasion']
Jean-Claude Vanden Eynden,['belgian classical piano']
Claude Nougaro,"['chanson', 'french jazz', 'french pop', 'french rock']"
Jorge Cafrune,"['chamame', 'folclore jujeno', 'folklore argentino', 'nueva cancion', 'polca paraguaya']"
Freddie & The Dreamers,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
Marielle Nordmann,"['classical harp', 'harp']"
Toru Takemitsu,"['avant-garde', 'classical', 'contemporary classical', 'japanese classical']"
MPB4,"['bossa nova', 'mpb', 'musica infantil', 'samba', 'velha guarda']"
The Dawn,"['opm', 'pinoy rock']"
Bournemouth Sinfonietta,"['british orchestra', 'chamber orchestra']"
Jan Dismas Zelenka,"['baroque', 'bohemian baroque', 'classical', 'early music']"
Walter Ostanek,"['classic dutch pop', 'polka']"
The Original Broadway Cast Of Golden Boy,[]
Len Barry,['philly soul']
Donald Pippin,[]
Gary McFarland,['jazz vibraphone']
Byron Lee,"['calypso', 'rock steady']"
Pascual Rovira,[]
Albert Ayler,"['avant-garde', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz saxophone']"
Los Aguilares,['tejano']
Flora Purim,"['bossa nova', 'brazilian jazz', 'jazz funk', 'jazz fusion']"
Traci Hines,[]
Paris Opera Orchestra,[]
Andrew Oldham Orchestra,[]
Ed Trickett,[]
The Pyramids,"['instrumental surf', 'surf music']"
Nani,['rai']
Leslee Lewis,[]
Ananthu,['deep indian pop']
The Nashville Teens,"['british invasion', 'merseybeat']"
Huguette Tourangeau,['classical mezzo-soprano']
Los Brincos,"['spanish invasion', 'spanish new wave']"
Steve Stills,[]
Frederic Rzewski,"['american classical piano', 'american contemporary classical', 'avant-garde', 'contemporary classical']"
Dominguinhos,"['accordion', 'baiao', 'bossa nova', 'forro', 'forro instrumental', 'forro tradicional', 'mpb', 'pagode', 'samba', 'sanfona', 'velha guarda']"
The Eric Rogers Chorale and Orchestra,[]
Hany Shaker,"['classic arab pop', 'shaabi']"
The Blackwood Brothers Quartet,[]
Nino Tempo & April Stevens,[]
Laura Olsher,[]
Armin Jordan,[]
George Morgan,['traditional country']
Robert Evans,[]
Waldo De Los Ríos,['easy listening']
Birdlegs & Pauline,[]
Pauline Oliveros,"['acousmatic', 'american contemporary classical', 'avant-garde', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'free improvisation', 'laboratorio', 'minimalism', 'musique concrete', 'sound art']"
Wanda De Sah,[]
George Crumb,"['american contemporary classical', 'avant-garde', 'contemporary classical']"
Jeremy Steig,"['jazz flute', 'soul jazz']"
Alberto Pacheco,['cumbia']
Anibal Velasquez,['cumbia']
Horst Jankowski,['space age pop']
Jan Romina,[]
Roy Goodman,['historically informed performance']
Dora,[]
The Tennessee Three,[]
Rafael Moreno,['deep latin christian']
Gryphon,"['art rock', 'jazz fusion', 'progressive rock', 'symphonic rock']"
Frédéric Lodéon,[]
Los Olimareños,"['canto popular uruguayo', 'folklore argentino', 'folklore uruguayo', 'musica popular uruguaya', 'nueva cancion']"
Hamish Imlach,"['british folk', 'celtic', 'irish folk']"
Jay West,['house argentino']
Carlos Do Carmo,"['fado', 'musica de intervencao']"
Soman,"['aggrotech', 'dark electro', 'ebm', 'electro-industrial', 'futurepop']"
Clarence White,"['bakersfield sound', 'bluegrass', 'progressive bluegrass']"
Carlos Alberto,['bandolim']
Peter Alexander,"['classic schlager', 'schlager', 'vintage schlager', 'volksmusik']"
Charles Brett,['classical countertenor']
Long John Baldry,"['british blues', 'canadian blues']"
李清風,[]
Prague Philharmonic Choir,[]
Los Satelites,[]
Harry Partch,"['american contemporary classical', 'avant-garde', 'contemporary classical', 'free improvisation', 'microtonal', 'outsider', 'tzadik']"
Norma Jean,['classic country pop']
James Blackwood,[]
Judy Henske,['american folk revival']
Andrew Carter,[]
Russ Case & His Orchestra,[]
Karin Krog,['norwegian jazz']
Armando,"['acid house', 'chicago house', 'hip house', 'techno']"
Bobby Bond,[]
Burkhard Glaetzner,['classical oboe']
Christine Schornsheim,"['harpsichord', 'historical keyboard', 'historically informed performance']"
Salt Lake Electric Ensemble,['slc indie']
HaGevatron,"['classic israeli pop', 'judaica', 'messianic praise']"
Otto Harbach,[]
Roland Pidoux,[]
Gunild Keetman,[]
The Deadly Ones,['instrumental surf']
Schöneberger Sängerknaben,"[""children's choir"", 'german choir']"
Barney McKenna,[]
幸福合唱團,[]
Carlos Campos,['world chill']
Felix Del Rosario,['merengue']
Blanca Rosa Gil,['bolero cubano']
Cuarteto Imperial,"['classic colombian pop', 'cumbia']"
Wilfrid Hyde-White,[]
Tony Hatch,[]
Funkallisto,"['instrumental funk', 'modern funk']"
Gary Shearston,['bush ballad']
Fabienne,[]
Ronny,"['classic schlager', 'german country', 'vintage schlager', 'volksmusik']"
Los Trovadores de Baru,[]
Sonora Palacios,"['cumbia chilena', 'cumbia uruguaya']"
Jaakko Kuusisto,['violin']
Tito Cortes,['classic colombian pop']
Daniel Viglietti,"['canto popular uruguayo', 'nueva cancion', 'trova']"
Mame Ensemble,[]
Jerry Dodge,[]
Louis Killen,"['northumbrian folk', 'shanty', 'traditional british folk']"
Joseph Maria Lacalle,[]
The Wayfarers,"[""australian children's music""]"
Dave Berry,"['british invasion', 'classic uk pop', 'merseybeat', 'nederpop', 'rock-and-roll']"
Veena Sahasrabuddhe,"['dhrupad', 'hindustani classical', 'hindustani vocal', 'indian classical', 'veena']"
Thanh Thuy,"['vietnamese bolero', 'vietnamese pop']"
Heron,['psychedelic folk']
Lloyd Green,['steel guitar']
Tölzer Knabenchor,"[""children's choir"", 'german choir']"
Richard Smith,['deep smooth jazz']
康丁,[]
Rumi,[]
The Roomates,"['doo-wop', 'vocal harmony group']"
Robert Ashley,"['acousmatic', 'american contemporary classical', 'avant-garde', 'drone', 'free improvisation', 'microtonal']"
Igors Gavon,[]
Chucho Rincón,[]
David Palmer,[]
Harold Hakuole,[]
Charles Lloyd Quartet,['jazz quartet']
Dermot O'Brien,"['irish accordion', 'irish country', 'irish folk']"
Samuel Sebastian Wesley,"['anglican liturgy', 'victorian britain']"
The Munsters,[]
Maharajapuram Santhanam,"['carnatic', 'carnatic vocal', 'indian classical']"
Alpay,"['classic turkish pop', 'turkish jazz']"
Cornelis Vreeswijk,"['classic swedish pop', 'folkmusik', 'svensk progg', 'swedish jazz', 'visor']"
The Mitchell Trio,[]
Jamie,[]
The M-M's And The Peanuts,[]
Deana Martin,['contemporary vocal jazz']
Maybelle Carter,['bluegrass gospel']
Sally Oldfield,['middle earth']
Orlando Marin,['salsa']
Johann Georg Pisendel,"['baroque', 'german baroque']"
Christa Larson,[]
Shobha Gurtu,"['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical']"
Ingo Goritzki,['classical oboe']
Jean-Louis Duport,[]
Anne Pashley,[]
Red Holloway,[]
Gianni Lazzari,[]
Nilton Cesar,"['brega', 'pop nacional antigas']"
Alvin Lucier,"['abstract', 'acousmatic', 'american contemporary classical', 'avant-garde', 'contemporary classical', 'drone', 'free improvisation', 'microtonal', 'musique concrete', 'new england experimental', 'sound art']"
The Hondells,['surf music']
Yuji Takahashi,"['japanese classical performance', 'japanese classical piano', 'tzadik']"
Korney Chukovsky,['detskie pesni']
"Вокальный квартет ""Аккорд""",['russian jazz']
Honor Blackman,[]
Jan DeGaetani,['classical mezzo-soprano']
Tenorio Jr.,"['brazilian jazz', 'samba-jazz']"
Marion Worth,[]
Trio Nordestino,"['forro', 'forro tradicional', 'samba']"
Twinkle,[]
"Dino, Desi & Billy",['sunshine pop']
The Jokers,[]
Blanca Iris Villafane,['mexican traditional']
Lili Ivanova,"['bulgarian pop', 'bulgarian rock', 'classic bulgarian pop']"
Josephine Veasey,['classical soprano']
Clint Howard,[]
Scotty Moore,[]
Julie Felix,[]
Enzo Jannacci,"[""canzone d'autore"", 'classic italian pop', 'folk rock italiano', 'italian adult pop', 'musica lombarda']"
Hungarian Chamber Orchestra,"['chamber orchestra', 'hungarian classical performance']"
Jimmy Burns,"['electric blues', 'northern soul', 'soul blues']"
The Humblebums,[]
Swan Silvertones,[]
Erkki Melartin,['finnish classical']
Leopoldo Federico,"['bandoneon', 'tango']"
P.J. Proby,"['classic uk pop', 'merseybeat', 'rock-and-roll']"
Parupalli Ranganath,[]
Johnny Lang,[]
Denny Zeitlin,[]
Baba Brooks & His Band,['rock steady']
The Expressions,[]
Václav Nelhýbel,['library music']
Hermann Hesse,"['german literature', 'hoerspiel', 'reading']"
The Routers,[]
Asa Singh Mastana,['punjabi folk']
Willis Jackson,['soul jazz']
Jayne Mansfield,[]
Carl & Pearl Butler,['honky tonk']
Jouko Harjanne,['classical trumpet']
The Choir of the Carmelite Priory London,['gregorian chant']
Effi Netzer Band,['israeli folk']
Jerry Cole and his Spacemen,['surf music']
The Paul Winter Sextet,['samba-jazz']
Reinhard Peters,[]
Raúl López,[]
Alfredo de Angelis Y Su Orquesta Tipica,['vintage tango']
Millie Kirkham,[]
Gene Barry,[]
Teddy Edwards,"['cool jazz', 'jazz saxophone']"
